"Run_ID","BioProject","Sample_ID","Case_ID","Breed","Age","Platform","ReleaseDate","Organization","Sex","Tissue","Tumor_type","Status","Symbol","Sample_status","Disease_stage","Survival_status","Tumor_grade"
"SRR17139307","PRJNA786469","SAMN23673782","CCB050031","Labrador Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139306","PRJNA786469","SAMN23673783","CCB050031","Labrador Retriever",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139305","PRJNA786469","SAMN23673784","CCB050042","Labrador Retriever",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139304","PRJNA786469","SAMN23673785","CCB050042","Labrador Retriever",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139303","PRJNA786469","SAMN23673786","CCB050061","Golden Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139302","PRJNA786469","SAMN23673787","CCB050061","Golden Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139301","PRJNA786469","SAMN23673788","CCB050096","Labrador Retriever",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139300","PRJNA786469","SAMN23673789","CCB050096","Labrador Retriever",8,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139299","PRJNA786469","SAMN23673790","CCB050228","Labrador Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139297","PRJNA786469","SAMN23673791","CCB050228","Labrador Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","male","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139296","PRJNA786469","SAMN23673792","CCB050351","Golden Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139295","PRJNA786469","SAMN23673793","CCB050351","Golden Retriever",10,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR17139294","PRJNA786469","SAMN23673794","CCB070213","Poodle",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Tumor",NA,NA,"",NA,NA
"SRR17139293","PRJNA786469","SAMN23673795","CCB070213","Poodle",12,"ILLUMINA","2021-12-06T00:00:00Z","CNRS - University Rennes","female","oral cavity","Oral Melanoma","Normal",NA,NA,"",NA,NA
"SRR15464832","PRJNA752630","SAMN20802080","10RIN_dlbcl","Mixed",11,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464833","PRJNA752630","SAMN20802079","9DAN_dlbcl","Amstaff",7,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464834","PRJNA752630","SAMN20802078","8SCA_dlbcl","Viszla",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464835","PRJNA752630","SAMN20802077","7POL_dlbcl","Mixed",12,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464836","PRJNA752630","SAMN20802076","6MEL_dlbcl","German Shepherd",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464837","PRJNA752630","SAMN20802075","5MIC_dlbcl","Whwt",9,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464838","PRJNA752630","SAMN20802104","34PAG_dlbcl","Bernese Mountain",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464839","PRJNA752630","SAMN20802103","33GIA_dlbcl","Mixed",7,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464840","PRJNA752630","SAMN20802102","32ROB_dlbcl","Rottweiler",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464841","PRJNA752630","SAMN20802101","31GIU_dlbcl","Mixed",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464842","PRJNA752630","SAMN20802074","4CEC_dlbcl","Rottweiler",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464843","PRJNA752630","SAMN20802100","30BEL_dlbcl","Mixed",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464844","PRJNA752630","SAMN20802099","29LEO_dlbcl","Mixed",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464845","PRJNA752630","SAMN20802098","28DRI_dlbcl","Mixed_b",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464846","PRJNA752630","SAMN20802097","27RAF_dlbcl","Bullmastiff",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464847","PRJNA752630","SAMN20802096","26BLG_dlbcl","Irish Setter",11,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464848","PRJNA752630","SAMN20802095","25CON_dlbcl","Rottweiler",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464849","PRJNA752630","SAMN20802094","24STI_dlbcl","English Setter",5,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464850","PRJNA752630","SAMN20802093","23MAT_dlbcl","Belgian Shepherd",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464851","PRJNA752630","SAMN20802092","22ZAG_dlbcl","Mixed",9,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464852","PRJNA752630","SAMN20802091","21BRB_dlbcl","French Bulldog",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464853","PRJNA752630","SAMN20802073","3MAT_dlbcl","Dachshund",7,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464854","PRJNA752630","SAMN20802090","20MAR_dlbcl","Mixed",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464855","PRJNA752630","SAMN20802089","19BAR_dlbcl","Border Collie",11,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464856","PRJNA752630","SAMN20802088","18RUS_dlbcl","Rottweiler",4,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464857","PRJNA752630","SAMN20802087","17MIN_dlbcl","Jack Russell",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464858","PRJNA752630","SAMN20802086","16BUR_dlbcl","Mixed",8,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464859","PRJNA752630","SAMN20802085","15DES_dlbcl","Beagle",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464860","PRJNA752630","SAMN20802084","14ALB_dlbcl","Dobermann",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464861","PRJNA752630","SAMN20802083","13BAR_dlbcl","Mixed",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464862","PRJNA752630","SAMN20802082","12DIG_dlbcl","German Shepherd",10,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464863","PRJNA752630","SAMN20802081","11CAR_dlbcl","Dobermann",13,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","male","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464864","PRJNA752630","SAMN20802072","2WHA_dlbcl","Bullmastiff",7,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15464865","PRJNA752630","SAMN20802071","1BAC_dlbcl","German Shepherd",6,"ILLUMINA","2022-08-22T00:00:00Z","University of Padua","female","Lymph node","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461423","PRJNA752630","SAMN08874628","23RAI","American Staffordshire Terrier",11,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461424","PRJNA752630","SAMN08874667","6SBR","German Shepherd",9,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461425","PRJNA752630","SAMN08874666","61RAP","Weimaraner",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461426","PRJNA752630","SAMN08874642","38GOV","German Shepherd",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461427","PRJNA752630","SAMN08874663","59PIO","Welsh Corgi",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461428","PRJNA752630","SAMN08874662","58RIS","Mixed Breed",9,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461429","PRJNA752630","SAMN08874661","57DIL","Mixed Breed",12,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461430","PRJNA752630","SAMN08874627","21STA","Jack Russel",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461431","PRJNA752630","SAMN08874660","56GAL","Beagle",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461432","PRJNA752630","SAMN08874659","55DIA","Great Dane",3,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461433","PRJNA752630","SAMN08874658","53GUE","Labrador",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461434","PRJNA752630","SAMN08874657","52SOL","Rottweiler",3,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461435","PRJNA752630","SAMN08874656","50RUZ","German Shepherd",11,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461436","PRJNA752630","SAMN08874655","4DIG","Mixed Breed",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461437","PRJNA752630","SAMN08874654","49CAV","Golden Retriever",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461438","PRJNA752630","SAMN08874653","48CAS","Mixed Breed",13,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461439","PRJNA752630","SAMN08874652","47GIA","Basset Hound",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461440","PRJNA752630","SAMN08874651","46MAR","Golden Retriever",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461441","PRJNA752630","SAMN08874625","19DON","English Setter",15,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461442","PRJNA752630","SAMN08874650","45FON","Fox Terrier",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461443","PRJNA752630","SAMN08874649","44GHE","Bloodhound",4,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461444","PRJNA752630","SAMN08874648","43GIA","Dobermann",9,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461445","PRJNA752630","SAMN08874646","41RAI","Mixed Breed",13,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461446","PRJNA752630","SAMN08874645","40PIN","German Shepherd",4,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461447","PRJNA752630","SAMN08874643","39BER","Mountain Dog",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461448","PRJNA752630","SAMN08874641","37BEG","American Staffordshire Terrier",7,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461449","PRJNA752630","SAMN08874640","36REI","French Bulldog",4,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461450","PRJNA752630","SAMN08874639","35ANG","Mixed Breed",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461451","PRJNA752630","SAMN08874638","34BOR","Golden Retriever",7,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461452","PRJNA752630","SAMN08874624","18COR","Border Collie",7,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461453","PRJNA752630","SAMN08874637","33DIG","Golden Retriever",8,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461454","PRJNA752630","SAMN08874636","32TEB","Rottweiler",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461455","PRJNA752630","SAMN08874635","30CER","Mountain Dog",3,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461456","PRJNA752630","SAMN08874634","2VOL","Mixed Breed Breed",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461457","PRJNA752630","SAMN08874632","28MAN","German Shepherd",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461458","PRJNA752630","SAMN08874630","26PAS","German Shepherd",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461459","PRJNA752630","SAMN08874629","24ERM","Mixed Breed",12,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461460","PRJNA752630","SAMN08874628","23RAI","American Staffordshire Terrier",11,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461461","PRJNA752630","SAMN08874627","21STA","Jack Russel",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461462","PRJNA752630","SAMN08874625","19DON","English Setter",15,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461463","PRJNA752630","SAMN08874623","17CAN","Rottweiler",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461464","PRJNA752630","SAMN08874624","18COR","Border Collie",7,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461465","PRJNA752630","SAMN08874623","17CAN","Rottweiler",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461466","PRJNA752630","SAMN08874622","16RIG","Poodle",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461467","PRJNA752630","SAMN08874621","13ZOP","Yorkshire Terrier",15,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461468","PRJNA752630","SAMN08874620","12CAN","Poodle",14,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461469","PRJNA752630","SAMN08874619","11DES","Boxer",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461470","PRJNA752630","SAMN08874618","10BIN","Cocker Spaniel",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Normal",NA,NA,NA,NA,NA
"SRR15461471","PRJNA752630","SAMN08874667","6SBR","German Shepherd",9,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461472","PRJNA752630","SAMN08874666","61RAP","Weimaraner",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461473","PRJNA752630","SAMN08874642","38GOV","German Shepherd",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461474","PRJNA752630","SAMN08874622","16RIG","Poodle",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461475","PRJNA752630","SAMN08874663","59PIO","Welsh Corgi",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461476","PRJNA752630","SAMN08874662","58RIS","Mixed Breed",9,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461477","PRJNA752630","SAMN08874661","57DIL","Mixed Breed",12,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461478","PRJNA752630","SAMN08874660","56GAL","Beagle",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461479","PRJNA752630","SAMN08874659","55DIA","Great Dane",3,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461480","PRJNA752630","SAMN08874658","53GUE","Labrador",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461481","PRJNA752630","SAMN08874657","52SOL","Rottweiler",3,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461482","PRJNA752630","SAMN08874656","50RUZ","German Shepherd",11,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461483","PRJNA752630","SAMN08874655","4DIG","Mixed Breed",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461484","PRJNA752630","SAMN08874654","49CAV","Golden Retriever",6,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461485","PRJNA752630","SAMN08874621","13ZOP","Yorkshire Terrier",15,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461486","PRJNA752630","SAMN08874653","48CAS","Mixed Breed",13,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461487","PRJNA752630","SAMN08874652","47GIA","Basset Hound",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461488","PRJNA752630","SAMN08874651","46MAR","Golden Retriever",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461489","PRJNA752630","SAMN08874650","45FON","Fox Terrier",10,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461490","PRJNA752630","SAMN08874649","44GHE","Bloodhound",4,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461491","PRJNA752630","SAMN08874648","43GIA","Dobermann",9,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461492","PRJNA752630","SAMN08874646","41RAI","Mixed Breed",13,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461493","PRJNA752630","SAMN08874645","40PIN","German Shepherd",4,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461494","PRJNA752630","SAMN08874643","39BER","Mountain Dog",5,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","female","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
"SRR15461495","PRJNA752630","SAMN08874641","37BEG","American Staffordshire Terrier",7,"ILLUMINA","2022-08-01T00:00:00Z","University of Padua","male","DLBCL","Diffuse large B-cell Lymphoma","Tumor",NA,NA,NA,NA,NA
